Date,Open,High,Low,Close,Adj Close,Volume,Adj Close Next,Label
2011-05-10,475.1460876464844,477.42449951171875,468.8309631347656,470.9112243652344,433.380859375,3758167,435.5233154296875,1
2011-05-11,472.5209655761719,474.7003173828125,467.3202819824219,473.2391662597656,435.5233154296875,3782919,430.98785400390625,0
2011-05-12,471.28271484375,472.8924560546875,466.0820007324219,468.3108825683594,430.98785400390625,4254560,432.1274108886719,1
2011-05-13,468.1870422363281,476.4833984375,464.5713195800781,469.54913330078125,432.1274108886719,6417629,430.7599182128906,0
2011-05-16,470.5397644042969,471.2331848144531,466.35443115234375,468.063232421875,430.7599182128906,3234259,419.6604309082031,0
2011-05-17,468.3851623535156,468.95477294921875,454.3185119628906,456.0025634765625,419.6604309082031,8022731,411.0907897949219,0
2011-05-18,455.68060302734375,457.5875244140625,444.9572448730469,446.6908264160156,411.0907897949219,11452028,417.3128967285156,1
2011-05-19,449.93505859375,456.67120361328125,448.127197265625,453.45172119140625,417.3128967285156,8340495,420.8227844238281,1
2011-05-20,454.9128723144531,458.5533752441406,450.87615966796875,457.26556396484375,420.8227844238281,6402610,414.5323181152344,0
2011-05-23,455.185302734375,456.67120361328125,447.40899658203125,450.43035888671875,414.5323181152344,6847126,417.4268798828125,1
2011-05-24,448.746337890625,456.1263732910156,448.746337890625,453.5755615234375,417.4268798828125,5126067,412.9825134277344,0
2011-05-25,452.75830078125,452.75830078125,446.2698059082031,448.746337890625,412.9825134277344,6051311,425.6773986816406,1
2011-05-26,452.0153503417969,464.0264892578125,451.27239990234375,462.54058837890625,425.6773986816406,13845822,430.96502685546875,1
2011-05-27,462.6643981933594,471.97613525390625,462.6643981933594,468.2861022949219,430.96502685546875,6984579,427.9565734863281,0
2011-05-30,470.0196838378906,472.0256652832031,462.73870849609375,465.01708984375,427.9565734863281,3490998,433.88232421875,1
2011-05-31,468.063232421875,473.4620666503906,464.2493896484375,471.4560546875,433.88232421875,6499455,431.5804138183594,0
2011-06-01,471.5303649902344,474.8241271972656,467.3945617675781,468.95477294921875,431.5804138183594,3711757,433.51763916015625,1
2011-06-02,463.8778991699219,472.86767578125,463.8778991699219,471.059814453125,433.51763916015625,4346741,426.01922607421875,0
2011-06-03,475.7404479980469,478.9599304199219,461.3766174316406,462.91204833984375,426.01922607421875,8819371,427.45513916015625,1
2011-06-06,462.93682861328125,465.9829406738281,459.71734619140625,464.4722595214844,427.45513916015625,2838132,436.79962158203125,1
2011-06-07,462.3919982910156,475.4927978515625,462.3919982910156,474.6260070800781,436.79962158203125,8128161,432.6744384765625,0
2011-06-08,473.1401062011719,473.48681640625,467.54315185546875,470.1435241699219,432.6744384765625,6555633,434.8623962402344,1
2011-06-09,469.3014831542969,474.4278869628906,469.0538330078125,472.5209655761719,434.8623962402344,4223700,430.5320129394531,0
2011-06-10,473.0657958984375,473.5115966796875,461.6490173339844,467.8155822753906,430.5320129394531,5108238,421.91680908203125,0
2011-06-13,467.1964416503906,467.1964416503906,456.1759033203125,458.4543151855469,421.91680908203125,5964135,415.4212341308594,0
2011-06-14,458.30572509765625,461.50042724609375,450.7275390625,451.3962097167969,415.4212341308594,8753313,410.49822998046875,0
2011-06-15,451.7181701660156,455.1357727050781,445.0810852050781,446.04693603515625,410.49822998046875,9302320,404.5724182128906,0
2011-06-16,446.2698059082031,446.2698059082031,437.8991394042969,439.60797119140625,404.5724182128906,11523259,396.0028381347656,0
2011-06-17,441.4653625488281,442.4559631347656,428.53790283203125,430.2962341308594,396.0028381347656,10166701,379.8208312988281,0
2011-06-20,433.3918762207031,433.3918762207031,410.1620788574219,412.712890625,379.8208312988281,13983460,386.8406066894531,1
2011-06-21,416.0066833496094,423.48577880859375,414.7188720703125,420.340576171875,386.8406066894531,8036440,385.54156494140625,0
2011-06-22,422.66851806640625,425.0459899902344,413.1586608886719,418.9289855957031,385.54156494140625,9279653,396.8005065917969,1
2011-06-23,419.3004455566406,432.252685546875,418.978515625,431.1629943847656,396.8005065917969,9559447,397.2108154296875,1
2011-06-24,432.9708557128906,435.7198181152344,423.782958984375,431.6087951660156,397.2108154296875,14615848,397.2791748046875,1
2011-06-27,429.2808532714844,436.75994873046875,426.8786315917969,431.6830749511719,397.2791748046875,6622232,397.0740051269531,0
2011-06-28,435.3235778808594,435.3235778808594,426.9529113769531,431.4601745605469,397.0740051269531,4716364,403.52398681640625,1
2011-06-29,433.73858642578125,439.8308410644531,431.95550537109375,438.46875,403.52398681640625,5736737,409.56378173828125,1
2011-06-30,440.17755126953125,446.7651062011719,439.3355407714844,445.03155517578125,409.56378173828125,10035182,392.9031677246094,0
2011-07-01,449.24163818359375,449.24163818359375,424.3277893066406,426.92816162109375,392.9031677246094,13234843,395.84326171875,1
2011-07-04,433.0946960449219,435.57122802734375,428.4388427734375,430.12286376953125,395.84326171875,7614522,385.60992431640625,0
2011-07-05,430.5686340332031,430.5686340332031,418.03741455078125,419.0032653808594,385.60992431640625,15601356,388.7779235839844,1
2011-07-06,420.4396667480469,425.2193298339844,416.4029235839844,422.4456481933594,388.7779235839844,12404150,396.89166259765625,1
2011-07-07,424.9716796875,433.34234619140625,423.609619140625,431.2620544433594,396.89166259765625,9293675,389.666748046875,0
2011-07-08,432.4012756347656,432.8965759277344,421.9998779296875,423.4114685058594,389.666748046875,9662670,388.960205078125,0
2011-07-11,422.990478515625,425.9375305175781,419.5233459472656,422.6437683105469,388.960205078125,4429848,386.43035888671875,0
2011-07-12,419.77099609375,424.67449951171875,418.87945556640625,419.8948059082031,386.43035888671875,6030136,394.4985656738281,1
2011-07-13,422.5199279785156,430.7667541503906,421.5540771484375,428.6617126464844,394.4985656738281,7859236,395.455810546875,1
2011-07-14,427.5968017578125,434.8282470703125,425.6403503417969,429.70184326171875,395.455810546875,6143731,398.0312805175781,1
2011-07-15,429.7761535644531,433.8871765136719,428.4388427734375,432.5003356933594,398.0312805175781,4710180,395.4786376953125,0
2011-07-18,431.8564453125,432.8470458984375,428.0425720214844,429.72662353515625,395.4786376953125,3037944,400.8802185058594,1
2011-07-19,429.6770935058594,436.56182861328125,428.93414306640625,435.5959777832031,400.8802185058594,4533226,399.39874267578125,0
2011-07-20,438.8402404785156,439.2364807128906,430.32098388671875,433.9862365722656,399.39874267578125,5159636,392.4017639160156,0
2011-07-21,433.8624267578125,433.8624267578125,424.7488098144531,426.38330078125,392.4017639160156,3639468,398.0996398925781,1
2011-07-22,428.93414306640625,434.3824768066406,427.2005615234375,432.5746154785156,398.0996398925781,7062704,402.4300231933594,1
2011-07-25,441.81207275390625,441.81207275390625,435.4473876953125,437.280029296875,402.4300231933594,10109253,397.2563781738281,0
2011-07-26,439.9546813964844,440.895751953125,430.6181640625,431.6583251953125,397.2563781738281,9443217,392.4017639160156,0
2011-07-27,433.3918762207031,433.3918762207031,425.5412902832031,426.38330078125,392.4017639160156,6311391,381.68975830078125,0
2011-07-28,423.48577880859375,423.48577880859375,412.7872009277344,414.74365234375,381.68975830078125,14444657,377.4049072265625,0
2011-07-29,416.05621337890625,419.64715576171875,407.7103271484375,410.0877685546875,377.4049072265625,9873070,378.726806640625,1
2011-08-01,415.0655822753906,415.0655822753906,406.8187561035156,411.524169921875,378.726806640625,6572689,381.6669616699219,1
2011-08-02,409.8896484375,415.5113525390625,405.4071350097656,414.7188720703125,381.6669616699219,7647358,376.0830383300781,0
2011-08-03,409.493408203125,414.1740417480469,407.685546875,408.6513977050781,376.0830383300781,6500398,370.2939758300781,0
2011-08-04,410.112548828125,411.92041015625,401.2218322753906,402.36102294921875,370.2939758300781,6339814,361.017822265625,0
2011-08-05,395.996337890625,395.996337890625,385.84259033203125,392.28155517578125,361.017822265625,12101830,355.8441467285156,0
2011-08-08,384.7033996582031,394.4609069824219,379.89892578125,386.65985107421875,355.8441467285156,10264988,348.84710693359375,0
2011-08-09,372.96466064453125,385.84259033203125,372.96466064453125,379.0569152832031,348.84710693359375,15067521,352.2430725097656,1
2011-08-10,388.98779296875,391.29095458984375,378.9083251953125,382.7469482421875,352.2430725097656,8189989,351.99237060546875,0
2011-08-11,380.5675964355469,388.7896728515625,378.9083251953125,382.4745178222656,351.99237060546875,5025802,346.8414611816406,0
2011-08-12,387.8238220214844,387.8238220214844,375.4411926269531,376.8775634765625,346.8414611816406,7948167,346.0437927246094,0
2011-08-16,376.4317932128906,382.5240478515625,373.8066711425781,376.01080322265625,346.0437927246094,5208919,344.152099609375,0
2011-08-17,376.679443359375,383.564208984375,371.97406005859375,373.9552917480469,344.152099609375,6251404,337.8616027832031,0
2011-08-18,375.2926025390625,376.4317932128906,365.039794921875,367.12005615234375,337.8616027832031,7904048,333.9187316894531,0
2011-08-19,362.09271240234375,366.0303955078125,357.26348876953125,362.835693359375,333.9187316894531,9414586,345.06378173828125,1
2011-08-22,362.0679626464844,376.3575134277344,359.393310546875,374.9458923339844,345.06378173828125,7172968,348.82440185546875,1
2011-08-23,376.60516357421875,382.3754577636719,370.240478515625,379.03216552734375,348.82440185546875,8093221,347.0238342285156,0
2011-08-24,378.41302490234375,381.13720703125,374.4505920410156,377.0757141113281,347.0238342285156,5993864,343.46832275390625,0
2011-08-25,377.22430419921875,380.8895568847656,371.6025695800781,373.2123107910156,343.46832275390625,9790367,327.9245300292969,0
2011-08-26,371.97406005859375,374.5001220703125,352.65716552734375,356.3224182128906,327.9245300292969,9000086,344.1749267578125,1
2011-08-29,362.11749267578125,376.38226318359375,360.7554016113281,373.98004150390625,344.1749267578125,8453235,356.7330322265625,1
2011-08-30,378.9083251953125,394.411376953125,378.41302490234375,387.6257019042969,356.7330322265625,15791175,367.14874267578125,1
2011-09-02,394.6094970703125,403.0296936035156,391.0185241699219,398.94342041015625,367.14874267578125,15730802,359.58197021484375,0
2011-09-05,393.51983642578125,395.7486877441406,387.7990417480469,390.7213439941406,359.58197021484375,9221342,374.4648742675781,1
2011-09-06,387.9228820800781,408.874267578125,384.6043395996094,406.89306640625,374.4648742675781,14460392,379.9347839355469,1
2011-09-07,408.1313171386719,417.7897644042969,407.98272705078125,412.83673095703125,379.9347839355469,14508712,388.57281494140625,1
2011-09-08,412.83673095703125,425.4670104980469,403.4259338378906,422.2227478027344,388.57281494140625,16283679,376.4021301269531,0
2011-09-09,422.07415771484375,425.2441101074219,407.98272705078125,408.99810791015625,376.4021301269531,13643841,367.5362243652344,0
2011-09-12,401.37042236328125,407.36358642578125,393.89129638671875,399.3644104003906,367.5362243652344,8574435,369.3367614746094,1
2011-09-13,402.78204345703125,408.5028076171875,394.6342468261719,401.3208923339844,369.3367614746094,11722300,376.2425537109375,1
2011-09-14,403.1287536621094,410.9793395996094,398.819580078125,408.8247375488281,376.2425537109375,9478757,381.2110900878906,1
2011-09-15,412.5890808105469,415.3627624511719,402.95538330078125,414.22357177734375,381.2110900878906,9417851,376.3565368652344,0
2011-09-16,421.0092468261719,421.0092468261719,406.6454162597656,408.9485778808594,376.3565368652344,12373176,374.4876403808594,0
2011-09-19,408.6266174316406,410.68212890625,403.97076416015625,406.9178161621094,374.4876403808594,5905393,388.2764587402344,1
2011-09-20,407.6360168457031,422.9656982421875,404.3174743652344,421.9007873535156,388.2764587402344,8509100,381.80364990234375,0
2011-09-21,421.45501708984375,421.45501708984375,412.2423400878906,414.8674621582031,381.80364990234375,7859442,358.4423828125,0
2011-09-22,408.1065673828125,410.0630187988281,386.337890625,389.48309326171875,358.4423828125,12598043,351.2630615234375,0
2011-09-23,383.3165283203125,392.5787353515625,378.4625549316406,381.6820373535156,351.2630615234375,17773749,346.06658935546875,0
2011-09-26,380.9886169433594,381.7315673828125,370.2652587890625,376.0355529785156,346.06658935546875,12553781,363.38812255859375,1
2011-09-27,383.3660583496094,396.5907287597656,382.3754577636719,394.8571472167969,363.38812255859375,10174668,363.38812255859375,1
2011-09-28,396.12017822265625,399.3644104003906,390.8451843261719,394.8571472167969,363.38812255859375,11553462,368.17437744140625,1
2011-09-29,391.5386047363281,402.55914306640625,388.5420227050781,400.057861328125,368.17437744140625,14542631,368.4706115722656,1
2011-09-30,397.9775695800781,407.58648681640625,392.5292053222656,400.3797912597656,368.4706115722656,16126735,359.28570556640625,0
2011-10-03,391.88531494140625,396.1944580078125,388.36865234375,390.3994140625,359.28570556640625,9741995,351.7188720703125,0
2011-10-04,388.3191223144531,391.68719482421875,379.03216552734375,382.1773376464844,351.7188720703125,12115244,349.6220397949219,0
2011-10-05,382.64788818359375,385.2977600097656,377.298583984375,379.89892578125,349.6220397949219,9569045,365.98638916015625,1
2011-10-07,389.65643310546875,400.2064514160156,388.764892578125,397.6803894042969,365.98638916015625,9188936,377.99749755859375,1
2011-10-10,398.34906005859375,411.5489196777344,398.32427978515625,410.7316589355469,377.99749755859375,6851602,376.971923828125,0
2011-10-11,413.5796813964844,416.7496337890625,407.38836669921875,409.61724853515625,376.971923828125,7253126,387.2964782714844,1
2011-10-12,410.80596923828125,421.9503173828125,409.1466979980469,420.8359069824219,387.2964782714844,7970087,386.0429382324219,0
2011-10-13,421.0092468261719,424.9716796875,417.0963439941406,419.47381591796875,386.0429382324219,8470239,395.1595458984375,1
2011-10-14,417.04681396484375,430.7667541503906,416.7991638183594,429.3799133300781,395.1595458984375,8247514,380.0715637207031,0
2011-10-17,429.429443359375,430.34576416015625,411.6727600097656,412.9853210449219,380.0715637207031,10177179,373.7355651855469,0
2011-10-18,408.6266174316406,409.320068359375,401.86572265625,406.1005859375,373.7355651855469,8445230,384.2651672363281,1
2011-10-19,408.874267578125,418.53271484375,408.18084716796875,417.5421142578125,384.2651672363281,5479183,382.30511474609375,0
2011-10-20,413.50537109375,416.5019836425781,407.1407165527344,415.41229248046875,382.30511474609375,4601954,380.96038818359375,0
2011-10-21,416.05621337890625,420.6130065917969,411.6479797363281,413.9511413574219,380.96038818359375,4773170,385.860595703125,1
2011-10-24,420.0186462402344,422.990478515625,417.8145446777344,419.27569580078125,385.860595703125,4191142,399.2847900390625,1
2011-10-25,423.48577880859375,436.33892822265625,417.12109375,433.8624267578125,399.2847900390625,10492617,410.2475280761719,1
2011-10-28,445.62591552734375,447.7557373046875,437.8991394042969,445.7745056152344,410.2475280761719,11320061,400.01409912109375,0
2011-10-31,444.7839050292969,445.42779541015625,432.1783752441406,434.6549072265625,400.01409912109375,7324945,392.28778076171875,0
2011-11-01,431.1629943847656,435.1254577636719,424.7735595703125,426.2594909667969,392.28778076171875,7561443,397.3930969238281,1
2011-11-02,423.48577880859375,436.33892822265625,423.48577880859375,431.8069152832031,397.3930969238281,6346140,403.8203125,1
2011-11-03,429.8009033203125,440.49951171875,427.4482116699219,438.79071044921875,403.8203125,7403512,401.1080322265625,0
2011-11-04,448.25103759765625,448.25103759765625,432.2279052734375,435.8436279296875,401.1080322265625,8423005,402.8174743652344,1
2011-11-08,435.37310791015625,438.3449401855469,430.1723937988281,437.7010192871094,402.8174743652344,4670471,394.2706604003906,0
2011-11-09,440.8462219238281,442.1340026855469,426.5318908691406,428.4140625,394.2706604003906,5383171,403.56964111328125,1
2011-11-11,425.4670104980469,440.2270812988281,421.05877685546875,438.5182800292969,403.56964111328125,10032713,399.6266784667969,0
2011-11-14,441.514892578125,443.79327392578125,432.4012756347656,434.23388671875,399.6266784667969,7382265,392.6752624511719,0
2011-11-15,431.41064453125,434.8778076171875,424.10491943359375,426.68048095703125,392.6752624511719,4567898,386.5899353027344,0
2011-11-16,425.51654052734375,425.51654052734375,414.74365234375,420.06817626953125,386.5899353027344,6144064,369.1999816894531,0
2011-11-17,418.5574951171875,420.340576171875,399.33966064453125,401.17230224609375,369.1999816894531,11181100,368.356689453125,0
2011-11-18,396.3926086425781,402.16290283203125,389.8050231933594,400.2559814453125,368.356689453125,10010082,358.4423828125,0
2011-11-21,396.2439880371094,396.2439880371094,387.08087158203125,389.48309326171875,358.4423828125,8175772,362.4764709472656,1
2011-11-22,390.3498840332031,398.4481201171875,389.6069030761719,393.8665466308594,362.4764709472656,8847784,352.5393371582031,0
2011-11-23,391.2414245605469,391.2414245605469,374.3515319824219,383.0688781738281,352.5393371582031,10942285,352.4253845214844,0
2011-11-24,383.86138916015625,385.3472900390625,373.0389709472656,382.945068359375,352.4253845214844,12856149,343.60504150390625,0
2011-11-25,381.23626708984375,382.0039978027344,371.97406005859375,373.36090087890625,343.60504150390625,7469589,357.280029296875,1
2011-11-28,378.9083251953125,389.2106628417969,377.69482421875,388.2200622558594,357.280029296875,5091951,348.71038818359375,0
2011-11-29,387.3285217285156,387.3285217285156,376.01080322265625,378.9083251953125,348.71038818359375,9697943,354.7501220703125,1
2011-11-30,374.79730224609375,387.972412109375,373.0141906738281,385.47113037109375,354.7501220703125,9224913,364.2086486816406,1
2011-12-01,395.7486877441406,401.56854248046875,393.8665466308594,395.7486877441406,364.2086486816406,9519320,370.1572265625,1
2011-12-02,394.7580871582031,403.673583984375,389.5821533203125,402.2124328613281,370.1572265625,9044689,367.7413330078125,0
2011-12-05,400.3797912597656,402.2867126464844,395.4267578125,399.5873107910156,367.7413330078125,6381591,369.131591796875,1
2011-12-07,399.7111511230469,405.9024353027344,397.8289794921875,401.0979919433594,369.131591796875,7094921,355.02362060546875,0
2011-12-08,397.234619140625,400.057861328125,382.42498779296875,385.768310546875,355.02362060546875,8969618,344.47119140625,0
2011-12-09,381.3353271484375,381.3353271484375,372.8160705566406,374.302001953125,344.47119140625,10185392,331.6167907714844,0
2011-12-12,376.7042236328125,377.42242431640625,358.600830078125,360.3343811035156,331.6167907714844,10290697,338.363037109375,1
2011-12-13,358.5513000488281,369.4975280761719,357.1148986816406,367.6649169921875,338.363037109375,10556057,338.18072509765625,0
2011-12-14,365.53509521484375,373.4104309082031,363.2566833496094,367.466796875,338.18072509765625,10709978,341.9412841796875,1
2011-12-15,362.51373291015625,373.7076110839844,358.3531799316406,371.55303955078125,341.9412841796875,13347611,329.0412902832031,0
2011-12-16,370.98345947265625,418.3345947265625,354.66314697265625,357.5359191894531,329.0412902832031,11767926,335.1722106933594,1
2011-12-19,356.2233581542969,366.4761657714844,354.2173767089844,364.19775390625,335.1722106933594,9517602,325.2123107910156,0
2011-12-20,367.3677062988281,367.3677062988281,351.2702941894531,353.3753662109375,325.2123107910156,11206353,340.9613037109375,1
2011-12-21,360.08673095703125,373.3361511230469,357.9569396972656,370.4881286621094,340.9613037109375,9213323,343.9469909667969,1
2011-12-22,367.1943664550781,376.58038330078125,363.0585632324219,373.7323913574219,343.9469909667969,9032250,340.2319641113281,0
2011-12-23,376.4317932128906,381.2610168457031,367.7144470214844,369.6956481933594,340.2319641113281,7088712,346.88702392578125,1
2011-12-26,370.0176086425781,378.80926513671875,369.274658203125,376.9270935058594,346.88702392578125,4797991,343.26324462890625,0
2011-12-27,379.40362548828125,380.740966796875,369.17559814453125,372.98944091796875,343.26324462890625,6206898,336.88153076171875,0
2011-12-28,375.2926025390625,375.6888427734375,364.2225341796875,366.05517578125,336.88153076171875,5711769,324.5057373046875,0
2011-12-29,363.3805236816406,366.0303955078125,350.2796936035156,352.6076354980469,324.5057373046875,11002360,315.8677978515625,0
2011-12-30,353.1524658203125,356.89202880859375,341.26513671875,343.2215881347656,315.8677978515625,13450964,322.06707763671875,1
2012-01-02,345.1285400390625,351.542724609375,340.3488464355469,349.957763671875,322.06707763671875,8679938,330.3175964355469,1
2012-01-03,352.7809753417969,360.0372009277344,351.83990478515625,358.9227600097656,330.3175964355469,9455771,326.4430847167969,0
2012-01-04,360.28485107421875,362.0431823730469,353.3258361816406,354.7126770019531,326.4430847167969,8557084,318.853515625,0
2012-01-05,354.14306640625,359.07135009765625,343.79119873046875,346.4658508300781,318.853515625,13364666,327.0812072753906,1
2012-01-06,345.2523498535156,358.600830078125,345.0542297363281,355.4060974121094,327.0812072753906,9495456,321.9302978515625,0
2012-01-09,353.87066650390625,353.87066650390625,347.927001953125,349.80914306640625,321.9302978515625,8485434,335.58251953125,1
2012-01-10,352.65716552734375,366.0303955078125,352.65716552734375,364.6435546875,335.58251953125,9100905,341.0752868652344,1
2012-01-11,365.4855651855469,372.96466064453125,362.31561279296875,370.6119689941406,341.0752868652344,9776083,335.90155029296875,0
2012-01-12,370.240478515625,372.9399108886719,362.8604431152344,364.9902648925781,335.90155029296875,6564892,333.57684326171875,0
2012-01-13,367.5163269042969,371.94927978515625,360.6315612792969,362.4642028808594,333.57684326171875,9474828,324.984375,0
2012-01-16,361.5478820800781,361.5478820800781,352.161865234375,353.1277160644531,324.984375,8212087,338.2490539550781,1
2012-01-17,354.6383972167969,368.7050476074219,354.6383972167969,367.54107666015625,338.2490539550781,10493808,355.4338684082031,1
2012-01-18,377.42242431640625,390.2508239746094,375.4659729003906,386.2140808105469,355.4338684082031,18672849,358.1233215332031,1
2012-01-19,390.795654296875,394.2380065917969,387.3780517578125,389.1363830566406,358.1233215332031,11070972,361.3141174316406,1
2012-01-20,391.29095458984375,396.2439880371094,382.4002380371094,392.603515625,361.3141174316406,14641208,351.69610595703125,0
2012-01-23,374.1038818359375,386.2140808105469,374.0543518066406,382.152587890625,351.69610595703125,13037592,357.2572326660156,1
2012-01-24,383.66326904296875,392.08343505859375,381.5829772949219,388.1952819824219,357.2572326660156,10287598,360.53924560546875,1
2012-01-25,390.6470642089844,393.7674865722656,387.7247619628906,391.7615051269531,360.53924560546875,7747155,373.96337890625,1
2012-01-27,396.2439880371094,410.0630187988281,395.7486877441406,406.3482360839844,373.96337890625,11236492,362.2713928222656,0
2012-01-30,403.1287536621094,405.58050537109375,392.380615234375,393.6436462402344,362.2713928222656,9749731,372.4591369628906,1
2012-01-31,398.4728698730469,406.5463562011719,396.93743896484375,404.7137145996094,372.4591369628906,12647685,378.8863525390625,1
2012-02-01,405.6052551269531,413.0843811035156,404.16888427734375,411.697509765625,378.8863525390625,7625212,377.99749755859375,0
2012-02-02,413.5796813964844,417.3935241699219,408.20562744140625,410.7316589355469,377.99749755859375,9896889,382.1227722167969,1
2012-02-03,411.1031494140625,416.05621337890625,403.9955139160156,415.21417236328125,382.1227722167969,9225041,379.7069091796875,0
2012-02-06,418.978515625,420.7615966796875,408.18084716796875,412.5890808105469,379.7069091796875,8044360,384.97174072265625,1
2012-02-07,417.04681396484375,422.3465881347656,413.20819091796875,418.3098449707031,384.97174072265625,9723255,391.2849426269531,1
2012-02-08,419.5233459472656,428.29022216796875,418.53271484375,425.1697998046875,391.2849426269531,7364403,389.2109375,0
2012-02-09,424.3525695800781,425.91278076171875,417.343994140625,422.9161682128906,389.2109375,8700075,384.379150390625,0
2012-02-10,421.1826171875,425.4670104980469,415.0655822753906,417.66595458984375,384.379150390625,6900747,387.11407470703125,1
2012-02-13,416.6010437011719,425.3679504394531,416.551513671875,420.6377868652344,387.11407470703125,7053631,386.9545593261719,0
2012-02-14,419.47381591796875,424.17919921875,417.5421142578125,420.46441650390625,386.9545593261719,6327860,381.37066650390625,0
2012-02-15,423.08953857421875,423.8572692871094,412.61383056640625,414.3969421386719,381.37066650390625,14500796,370.3395080566406,0
2012-02-16,411.59844970703125,411.59844970703125,398.5719299316406,402.4105529785156,370.3395080566406,12805396,372.96051025390625,1
2012-02-17,407.16546630859375,409.320068359375,401.2961120605469,405.258544921875,372.96051025390625,16578320,384.5158996582031,1
2012-02-21,404.9118347167969,420.39013671875,403.7231140136719,417.8145446777344,384.5158996582031,16825319,379.88922119140625,0
2012-02-22,420.0186462402344,424.67449951171875,411.1526794433594,412.7872009277344,379.88922119140625,11605231,382.71539306640625,1
2012-02-23,412.09375,420.959716796875,409.41912841796875,415.85809326171875,382.71539306640625,8817381,373.75830078125,0
2012-02-24,412.83673095703125,416.8982238769531,403.4259338378906,406.1253356933594,373.75830078125,8651307,356.2088317871094,0
2012-02-27,407.0416564941406,408.9237976074219,379.0816955566406,387.05609130859375,356.2088317871094,12816779,363.0690612792969,1
2012-02-28,390.8204040527344,396.4173583984375,390.1517639160156,394.51043701171875,363.0690612792969,10679112,374.1229248046875,1
2012-02-29,398.74530029296875,410.0630187988281,398.2995300292969,406.5215759277344,374.1229248046875,12851372,369.6557922363281,0
2012-03-01,402.0885925292969,405.5061950683594,396.7888488769531,401.6676025390625,369.6557922363281,5981352,371.0916748046875,1
2012-03-02,404.2926940917969,405.15948486328125,399.0920104980469,403.2278137207031,371.0916748046875,5855153,363.52490234375,0
2012-03-05,402.2124328613281,403.17828369140625,393.39599609375,395.0057373046875,363.52490234375,6033884,353.9751892089844,0
2012-03-06,394.7580871582031,400.7017517089844,383.3660583496094,384.62908935546875,353.9751892089844,16212214,347.25177001953125,0
2012-03-07,384.62908935546875,385.0996398925781,371.97406005859375,377.3233642578125,347.25177001953125,13015675,352.7216796875,1
2012-03-09,384.0099792480469,386.1397705078125,380.9886169433594,383.2669982910156,352.7216796875,7960604,364.00360107421875,1
2012-03-12,391.29095458984375,397.72991943359375,386.1893005371094,395.52581787109375,364.00360107421875,6941849,373.75830078125,1
2012-03-13,397.95281982421875,407.1159362792969,397.8785095214844,406.1253356933594,373.75830078125,7437996,371.2740173339844,0
