neg,neu,pos,compound
0.0,0.955,0.045,0.6597
0.119,0.741,0.14,0.2263
0.119,0.741,0.14,0.2263
0.068,0.814,0.119,0.872
0.068,0.814,0.119,0.872
0.064,0.837,0.1,0.8176
0.064,0.837,0.1,0.8176
0.073,0.818,0.109,0.765
0.073,0.818,0.109,0.765
0.016,0.847,0.137,0.9674
0.016,0.847,0.137,0.9674
0.196,0.726,0.078,-0.9779
0.196,0.726,0.078,-0.9779
0.069,0.906,0.025,-0.8074
0.069,0.906,0.025,-0.8074
0.059,0.811,0.13,0.6369
0.059,0.811,0.13,0.6369
0.071,0.847,0.082,0.3182
0.071,0.847,0.082,0.3182
0.042,0.863,0.095,0.9313
0.042,0.863,0.095,0.9313
0.094,0.829,0.077,-0.7351
0.094,0.829,0.077,-0.7351
0.0,0.773,0.227,0.9666
0.0,0.773,0.227,0.9666
0.065,0.845,0.09,0.8779
0.065,0.845,0.09,0.8779
0.069,0.867,0.064,-0.2732
0.069,0.867,0.064,-0.2732
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.034,0.821,0.145,0.9552
0.034,0.821,0.145,0.9552
0.049,0.925,0.026,-0.2732
0.049,0.925,0.026,-0.2732
0.173,0.773,0.053,-0.875
0.173,0.773,0.053,-0.875
0.129,0.787,0.084,-0.6249
0.129,0.787,0.084,-0.6249
0.015,0.826,0.159,0.9169
0.015,0.826,0.159,0.9169
0.038,0.75,0.211,0.9747
0.038,0.75,0.211,0.9747
0.043,0.877,0.079,0.4215
0.043,0.877,0.079,0.4215
0.076,0.904,0.021,-0.9136
0.076,0.904,0.021,-0.9136
0.044,0.788,0.169,0.9966
0.044,0.788,0.169,0.9966
0.0,0.96,0.04,0.4019
0.0,0.96,0.04,0.4019
0.037,0.841,0.122,0.9612
0.037,0.841,0.122,0.9612
0.07,0.808,0.121,0.5267
0.07,0.808,0.121,0.5267
0.099,0.837,0.064,-0.34
0.099,0.837,0.064,-0.34
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.095,0.777,0.128,0.9628
0.095,0.777,0.128,0.9628
0.071,0.867,0.063,0.0
0.071,0.867,0.063,0.0
0.044,0.852,0.104,0.8442
0.044,0.852,0.104,0.8442
0.079,0.789,0.132,0.6597
0.079,0.789,0.132,0.6597
0.084,0.813,0.103,0.3612
0.084,0.813,0.103,0.3612
0.016,0.871,0.113,0.9246
0.016,0.871,0.113,0.9246
0.03,0.851,0.12,0.9584
0.03,0.851,0.12,0.9584
0.047,0.8,0.154,0.9747
0.047,0.8,0.154,0.9747
0.019,0.878,0.104,0.959
0.019,0.878,0.104,0.959
0.093,0.814,0.094,-0.2263
0.093,0.814,0.094,-0.2263
0.0,0.962,0.038,0.4767
0.0,0.962,0.038,0.4767
0.0,0.952,0.048,0.743
0.0,0.952,0.048,0.743
0.053,0.885,0.061,0.25
0.053,0.885,0.061,0.25
0.091,0.796,0.114,0.0516
0.091,0.796,0.114,0.0516
0.0,0.951,0.049,0.8074
0.0,0.951,0.049,0.8074
0.136,0.837,0.027,-0.9612
0.136,0.837,0.027,-0.9612
0.071,0.814,0.115,0.5574
0.071,0.814,0.115,0.5574
0.132,0.868,0.0,-0.6124
0.132,0.868,0.0,-0.6124
0.1,0.811,0.09,-0.3818
0.1,0.811,0.09,-0.3818
0.128,0.833,0.039,-0.6124
0.128,0.833,0.039,-0.6124
0.041,0.847,0.112,0.9081
0.041,0.847,0.112,0.9081
0.017,0.905,0.079,0.9413
0.017,0.905,0.079,0.9413
0.068,0.814,0.118,0.9022
0.068,0.814,0.118,0.9022
0.061,0.872,0.067,0.34
0.061,0.872,0.067,0.34
0.123,0.859,0.019,-0.9698
0.123,0.859,0.019,-0.9698
0.0,0.84,0.16,0.9403
0.0,0.84,0.16,0.9403
0.055,0.823,0.122,0.8225
0.055,0.823,0.122,0.8225
0.048,0.847,0.105,0.967
0.048,0.847,0.105,0.967
0.067,0.876,0.058,-0.374
0.067,0.876,0.058,-0.374
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.892,0.108,0.9477
0.0,0.892,0.108,0.9477
0.09,0.831,0.08,-0.4588
0.09,0.831,0.08,-0.4588
0.019,0.958,0.023,0.2023
0.019,0.958,0.023,0.2023
0.095,0.881,0.024,-0.8957
0.095,0.881,0.024,-0.8957
0.005,0.908,0.086,0.9853
0.005,0.908,0.086,0.9853
0.042,0.852,0.106,0.9169
0.042,0.852,0.106,0.9169
0.041,0.861,0.098,0.8625
0.041,0.861,0.098,0.8625
0.08,0.88,0.04,-0.9186
0.08,0.88,0.04,-0.9186
0.079,0.842,0.078,-0.3182
0.079,0.842,0.078,-0.3182
0.051,0.793,0.156,0.9779
0.051,0.793,0.156,0.9779
0.055,0.921,0.024,-0.7096
0.055,0.921,0.024,-0.7096
0.079,0.89,0.032,-0.8519
0.079,0.89,0.032,-0.8519
0.038,0.947,0.014,-0.4588
0.038,0.947,0.014,-0.4588
0.0,0.815,0.185,0.9246
0.0,0.815,0.185,0.9246
0.044,0.756,0.201,0.9349
0.044,0.756,0.201,0.9349
0.093,0.685,0.222,0.7184
0.093,0.685,0.222,0.7184
0.044,0.842,0.114,0.5994
0.044,0.842,0.114,0.5994
0.043,0.784,0.173,0.7783
0.043,0.784,0.173,0.7783
0.086,0.767,0.147,0.765
0.086,0.767,0.147,0.765
0.046,0.827,0.127,0.9565
0.046,0.827,0.127,0.9565
0.088,0.699,0.213,0.886
0.088,0.699,0.213,0.886
0.068,0.831,0.101,0.743
0.068,0.831,0.101,0.743
0.043,0.68,0.276,0.8834
0.043,0.68,0.276,0.8834
0.044,0.835,0.121,0.9081
0.044,0.835,0.121,0.9081
0.035,0.922,0.044,-0.0258
0.035,0.922,0.044,-0.0258
0.043,0.895,0.062,0.7096
0.043,0.895,0.062,0.7096
0.081,0.847,0.073,-0.2023
0.081,0.847,0.073,-0.2023
0.0,0.874,0.126,0.8807
0.0,0.874,0.126,0.8807
0.06,0.825,0.116,0.9231
0.06,0.825,0.116,0.9231
0.028,0.932,0.04,0.296
0.028,0.932,0.04,0.296
0.046,0.881,0.073,0.5994
0.046,0.881,0.073,0.5994
0.013,0.915,0.072,0.6808
0.013,0.915,0.072,0.6808
0.101,0.855,0.044,-0.9201
0.101,0.855,0.044,-0.9201
0.038,0.863,0.099,0.7506
0.038,0.863,0.099,0.7506
0.074,0.902,0.024,-0.8271
0.074,0.902,0.024,-0.8271
0.09,0.836,0.074,-0.7579
0.09,0.836,0.074,-0.7579
0.129,0.722,0.15,0.7269
0.129,0.722,0.15,0.7269
0.026,0.878,0.097,0.7351
0.026,0.878,0.097,0.7351
0.058,0.805,0.137,0.8126
0.058,0.805,0.137,0.8126
0.055,0.81,0.135,0.9741
0.055,0.81,0.135,0.9741
0.056,0.74,0.204,0.9517
0.056,0.74,0.204,0.9517
0.159,0.777,0.064,-0.9643
0.159,0.777,0.064,-0.9643
0.05,0.95,0.0,-0.5719
0.05,0.95,0.0,-0.5719
0.053,0.947,0.0,-0.5719
0.053,0.947,0.0,-0.5719
0.04,0.849,0.111,0.9493
0.04,0.849,0.111,0.9493
0.135,0.827,0.038,-0.9753
0.135,0.827,0.038,-0.9753
0.025,0.92,0.055,0.4215
0.025,0.92,0.055,0.4215
0.079,0.841,0.08,0.8074
0.079,0.841,0.08,0.8074
0.083,0.811,0.106,0.4019
0.083,0.811,0.106,0.4019
0.0,0.928,0.072,0.8555
0.0,0.928,0.072,0.8555
0.0,0.923,0.077,0.8555
0.0,0.923,0.077,0.8555
0.03,0.788,0.182,0.8625
0.03,0.788,0.182,0.8625
0.06,0.841,0.099,0.3096
0.06,0.841,0.099,0.3096
0.149,0.824,0.027,-0.8807
0.149,0.824,0.027,-0.8807
0.03,0.789,0.181,0.9169
0.03,0.789,0.181,0.9169
0.09,0.834,0.077,-0.7845
0.09,0.834,0.077,-0.7845
0.056,0.775,0.169,0.9933
0.056,0.775,0.169,0.9933
0.025,0.94,0.035,0.3182
0.025,0.94,0.035,0.3182
0.05,0.868,0.082,0.8481
0.05,0.868,0.082,0.8481
0.084,0.851,0.064,-0.7906
0.084,0.851,0.064,-0.7906
0.016,0.816,0.169,0.9601
0.016,0.816,0.169,0.9601
0.054,0.775,0.171,0.8834
0.054,0.775,0.171,0.8834
0.041,0.901,0.058,0.4215
0.041,0.901,0.058,0.4215
0.072,0.894,0.034,-0.5719
0.072,0.894,0.034,-0.5719
0.044,0.892,0.064,0.6249
0.044,0.892,0.064,0.6249
0.0,0.898,0.102,0.7845
0.0,0.898,0.102,0.7845
0.033,0.792,0.174,0.7845
0.033,0.792,0.174,0.7845
0.05,0.768,0.182,0.7845
0.05,0.768,0.182,0.7845
0.068,0.812,0.12,0.3612
0.068,0.812,0.12,0.3612
0.067,0.888,0.045,-0.7783
0.067,0.888,0.045,-0.7783
0.009,0.94,0.051,0.8519
0.091,0.847,0.062,-0.8885
0.091,0.847,0.062,-0.8885
0.014,0.865,0.122,0.9628
0.014,0.865,0.122,0.9628
0.008,0.897,0.095,0.9799
0.008,0.897,0.095,0.9799
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.185,0.73,0.085,-0.6249
0.185,0.73,0.085,-0.6249
0.061,0.785,0.155,0.7906
0.061,0.785,0.155,0.7906
0.068,0.855,0.077,-0.296
0.068,0.855,0.077,-0.296
0.13,0.814,0.056,-0.9118
0.13,0.814,0.056,-0.9118
0.133,0.822,0.044,-0.8481
0.133,0.822,0.044,-0.8481
0.037,0.885,0.078,0.802
0.037,0.885,0.078,0.802
0.046,0.94,0.014,-0.7579
0.046,0.94,0.014,-0.7579
0.068,0.865,0.067,-0.2732
0.068,0.865,0.067,-0.2732
0.091,0.832,0.076,-0.5574
0.091,0.832,0.076,-0.5574
0.0,0.974,0.026,0.0772
0.0,0.974,0.026,0.0772
0.1,0.836,0.064,-0.7184
0.1,0.836,0.064,-0.7184
0.035,0.738,0.227,0.9349
0.035,0.738,0.227,0.9349
0.081,0.833,0.086,0.3818
0.081,0.833,0.086,0.3818
0.0,0.844,0.156,0.9393
0.0,0.844,0.156,0.9393
0.044,0.872,0.084,0.3818
0.044,0.872,0.084,0.3818
0.059,0.834,0.107,0.9652
0.059,0.834,0.107,0.9652
0.042,0.888,0.07,0.6249
0.042,0.888,0.07,0.6249
0.222,0.676,0.101,-0.9861
0.222,0.676,0.101,-0.9861
0.058,0.825,0.117,0.936
0.058,0.825,0.117,0.936
0.056,0.791,0.153,0.6597
0.056,0.791,0.153,0.6597
0.013,0.922,0.065,0.9578
0.013,0.922,0.065,0.9578
0.153,0.811,0.036,-0.926
0.153,0.811,0.036,-0.926
0.107,0.785,0.108,-0.4019
0.107,0.785,0.108,-0.4019
0.02,0.928,0.052,0.7906
0.02,0.928,0.052,0.7906
0.0,0.819,0.181,0.8979
0.0,0.819,0.181,0.8979
0.143,0.689,0.169,0.4767
0.143,0.689,0.169,0.4767
0.046,0.88,0.074,0.675
0.046,0.88,0.074,0.675
0.123,0.842,0.035,-0.743
0.123,0.842,0.035,-0.743
0.015,0.887,0.098,0.8625
0.015,0.887,0.098,0.8625
0.083,0.864,0.053,-0.8834
0.083,0.864,0.053,-0.8834
0.09,0.821,0.089,-0.296
0.09,0.821,0.089,-0.296
0.07,0.889,0.041,-0.7096
0.07,0.889,0.041,-0.7096
0.053,0.769,0.178,0.9945
0.053,0.769,0.178,0.9945
0.087,0.881,0.032,-0.9545
0.087,0.881,0.032,-0.9545
0.044,0.892,0.064,0.6369
0.044,0.892,0.064,0.6369
0.034,0.87,0.095,0.9601
0.034,0.87,0.095,0.9601
0.0,0.874,0.126,0.7783
0.0,0.874,0.126,0.7783
0.03,0.844,0.126,0.6908
0.03,0.844,0.126,0.6908
0.027,0.903,0.071,0.8885
0.027,0.903,0.071,0.8885
0.069,0.848,0.084,0.128
0.069,0.848,0.084,0.128
0.039,0.908,0.052,0.128
0.039,0.908,0.052,0.128
0.066,0.894,0.04,-0.4588
0.066,0.894,0.04,-0.4588
0.034,0.846,0.12,0.9932
0.034,0.846,0.12,0.9932
0.066,0.894,0.04,-0.4588
0.066,0.894,0.04,-0.4588
0.015,0.921,0.064,0.7845
0.015,0.921,0.064,0.7845
0.062,0.887,0.051,-0.5859
0.062,0.887,0.051,-0.5859
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.1,0.81,0.089,-0.7351
0.1,0.81,0.089,-0.7351
0.0,0.954,0.046,0.5423
0.0,0.954,0.046,0.5423
0.0,0.954,0.046,0.5423
0.0,0.954,0.046,0.5423
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.902,0.098,0.9638
0.0,0.902,0.098,0.9638
0.048,0.841,0.111,0.7096
0.048,0.841,0.111,0.7096
0.056,0.863,0.081,0.7003
0.056,0.863,0.081,0.7003
0.092,0.865,0.043,-0.9313
0.092,0.865,0.043,-0.9313
0.072,0.743,0.185,0.836
0.072,0.743,0.185,0.836
0.071,0.762,0.167,0.8225
0.071,0.762,0.167,0.8225
0.033,0.94,0.027,0.0772
0.033,0.94,0.027,0.0772
0.057,0.914,0.029,-0.8126
0.057,0.914,0.029,-0.8126
0.079,0.867,0.054,-0.5267
0.079,0.867,0.054,-0.5267
0.017,0.917,0.067,0.8979
0.017,0.917,0.067,0.8979
0.049,0.847,0.104,0.9764
0.049,0.847,0.104,0.9764
0.023,0.933,0.043,0.4767
0.023,0.933,0.043,0.4767
0.063,0.843,0.094,0.802
0.063,0.843,0.094,0.802
0.0,0.924,0.076,0.7717
0.0,0.924,0.076,0.7717
0.052,0.903,0.045,-0.4939
0.052,0.903,0.045,-0.4939
0.127,0.873,0.0,-0.4404
0.127,0.873,0.0,-0.4404
0.132,0.737,0.132,0.0
0.132,0.737,0.132,0.0
0.027,0.921,0.052,-0.0772
0.027,0.921,0.052,-0.0772
0.048,0.91,0.042,-0.6369
0.048,0.91,0.042,-0.6369
0.028,0.865,0.107,0.9477
0.028,0.865,0.107,0.9477
0.072,0.718,0.21,0.8779
0.072,0.718,0.21,0.8779
0.0,0.943,0.057,0.1779
0.0,0.943,0.057,0.1779
0.014,0.907,0.079,0.8316
0.014,0.907,0.079,0.8316
0.08,0.838,0.082,-0.3612
0.08,0.838,0.082,-0.3612
0.106,0.878,0.016,-0.8074
0.106,0.878,0.016,-0.8074
0.067,0.847,0.085,0.1779
0.067,0.847,0.085,0.1779
0.046,0.868,0.086,0.9517
0.046,0.868,0.086,0.9517
0.071,0.829,0.1,0.8779
0.071,0.829,0.1,0.8779
0.063,0.876,0.061,-0.3612
0.063,0.876,0.061,-0.3612
0.145,0.792,0.063,-0.9844
0.145,0.792,0.063,-0.9844
0.041,0.881,0.078,0.836
0.041,0.881,0.078,0.836
0.079,0.875,0.046,-0.8271
0.079,0.875,0.046,-0.8271
0.097,0.803,0.1,-0.6369
0.097,0.803,0.1,-0.6369
0.135,0.767,0.097,-0.8957
0.135,0.767,0.097,-0.8957
0.061,0.897,0.042,-0.1779
0.061,0.897,0.042,-0.1779
0.054,0.858,0.088,0.6597
0.054,0.858,0.088,0.6597
0.062,0.74,0.198,0.9783
0.062,0.74,0.198,0.9783
0.0,0.892,0.108,0.9451
0.0,0.892,0.108,0.9451
0.024,0.894,0.082,0.8877
0.024,0.894,0.082,0.8877
0.191,0.809,0.0,-0.9571
0.191,0.809,0.0,-0.9571
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.932,0.068,0.4939
0.0,0.932,0.068,0.4939
0.03,0.807,0.163,0.9928
0.03,0.807,0.163,0.9928
0.05,0.849,0.101,0.9081
0.05,0.849,0.101,0.9081
0.038,0.775,0.187,0.9783
0.038,0.775,0.187,0.9783
0.0,0.974,0.026,0.3612
0.0,0.974,0.026,0.3612
0.035,0.943,0.023,-0.3612
0.035,0.943,0.023,-0.3612
0.018,0.839,0.143,0.9781
0.018,0.839,0.143,0.9781
0.09,0.816,0.094,0.0536
0.09,0.816,0.094,0.0536
0.0,0.811,0.189,0.9776
0.0,0.811,0.189,0.9776
0.0,0.828,0.172,0.9607
0.0,0.828,0.172,0.9607
0.106,0.797,0.097,-0.4215
0.106,0.797,0.097,-0.4215
0.061,0.768,0.172,0.9774
0.061,0.768,0.172,0.9774
0.0,0.871,0.129,0.8807
0.0,0.871,0.129,0.8807
0.103,0.806,0.091,-0.7351
0.103,0.806,0.091,-0.7351
0.084,0.794,0.122,0.3818
0.084,0.794,0.122,0.3818
0.067,0.861,0.072,-0.128
0.067,0.861,0.072,-0.128
0.023,0.905,0.072,0.8481
0.023,0.905,0.072,0.8481
0.121,0.817,0.062,-0.8779
0.121,0.817,0.062,-0.8779
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.042,0.863,0.095,0.7964
0.042,0.863,0.095,0.7964
0.061,0.915,0.023,-0.9371
0.061,0.915,0.023,-0.9371
0.04,0.864,0.096,0.7579
0.04,0.864,0.096,0.7579
0.015,0.888,0.097,0.8779
0.015,0.888,0.097,0.8779
0.086,0.868,0.045,-0.9081
0.086,0.868,0.045,-0.9081
0.054,0.786,0.159,0.9805
0.054,0.786,0.159,0.9805
0.029,0.701,0.27,0.9726
0.029,0.701,0.27,0.9726
0.079,0.804,0.118,0.891
0.079,0.804,0.118,0.891
0.0,0.903,0.097,0.9217
0.0,0.903,0.097,0.9217
0.029,0.854,0.117,0.7717
0.029,0.854,0.117,0.7717
0.0,0.926,0.074,0.6597
0.0,0.926,0.074,0.6597
0.0,0.838,0.162,0.8689
0.0,0.838,0.162,0.8689
0.037,0.817,0.146,0.9524
0.037,0.817,0.146,0.9524
0.0,0.964,0.036,0.4404
0.0,0.964,0.036,0.4404
0.029,0.924,0.047,0.6369
0.029,0.924,0.047,0.6369
0.023,0.762,0.215,0.991
0.023,0.762,0.215,0.991
0.0,0.927,0.073,0.296
0.0,0.927,0.073,0.296
0.049,0.803,0.148,0.9313
0.049,0.803,0.148,0.9313
0.073,0.754,0.173,0.7351
0.073,0.754,0.173,0.7351
0.013,0.878,0.109,0.9729
0.013,0.878,0.109,0.9729
0.059,0.86,0.081,0.886
0.059,0.86,0.081,0.886
0.035,0.912,0.053,0.765
0.035,0.912,0.053,0.765
0.052,0.854,0.094,0.8225
0.052,0.854,0.094,0.8225
0.107,0.847,0.045,-0.9531
0.107,0.847,0.045,-0.9531
0.036,0.87,0.094,0.9774
0.036,0.87,0.094,0.9774
0.049,0.829,0.122,0.9844
0.049,0.829,0.122,0.9844
0.039,0.83,0.131,0.9831
0.039,0.83,0.131,0.9831
0.181,0.794,0.025,-0.9825
0.181,0.794,0.025,-0.9825
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.142,0.834,0.024,-0.9826
0.142,0.834,0.024,-0.9826
0.127,0.827,0.046,-0.926
0.127,0.827,0.046,-0.926
0.0,0.949,0.051,0.8979
0.0,0.949,0.051,0.8979
0.14,0.802,0.057,-0.9908
0.14,0.802,0.057,-0.9908
0.123,0.836,0.041,-0.9442
0.123,0.836,0.041,-0.9442
0.042,0.77,0.188,0.9814
0.042,0.77,0.188,0.9814
0.012,0.94,0.048,0.6908
0.012,0.94,0.048,0.6908
0.067,0.769,0.163,0.8402
0.067,0.769,0.163,0.8402
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.123,0.877,0.0,-0.8126
0.123,0.877,0.0,-0.8126
0.04,0.929,0.03,-0.5423
0.04,0.929,0.03,-0.5423
0.11,0.776,0.114,0.34
0.11,0.776,0.114,0.34
0.101,0.836,0.062,-0.5574
0.101,0.836,0.062,-0.5574
0.108,0.858,0.034,-0.7184
0.108,0.858,0.034,-0.7184
0.056,0.944,0.0,-0.4404
0.056,0.944,0.0,-0.4404
0.052,0.896,0.052,0.0
0.052,0.896,0.052,0.0
0.049,0.812,0.14,0.8442
0.049,0.812,0.14,0.8442
0.034,0.859,0.107,0.7506
0.034,0.859,0.107,0.7506
0.068,0.916,0.017,-0.9001
0.068,0.916,0.017,-0.9001
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.038,0.936,0.025,-0.5574
0.038,0.936,0.025,-0.5574
0.077,0.87,0.052,-0.9545
0.077,0.87,0.052,-0.9545
0.041,0.797,0.163,0.9908
0.041,0.797,0.163,0.9908
0.035,0.829,0.136,0.9729
0.035,0.829,0.136,0.9729
0.063,0.827,0.109,0.5106
0.063,0.827,0.109,0.5106
0.163,0.769,0.068,-0.9933
0.163,0.769,0.068,-0.9933
0.088,0.856,0.056,-0.6369
0.088,0.856,0.056,-0.6369
0.0,0.964,0.036,0.5719
0.0,0.964,0.036,0.5719
0.052,0.818,0.13,0.9349
0.052,0.818,0.13,0.9349
0.023,0.835,0.141,0.9287
0.023,0.835,0.141,0.9287
0.166,0.732,0.102,-0.9712
0.166,0.732,0.102,-0.9712
0.0,0.931,0.069,0.6808
0.0,0.931,0.069,0.6808
0.073,0.871,0.056,-0.6597
0.073,0.871,0.056,-0.6597
0.006,0.91,0.084,0.946
0.006,0.91,0.084,0.946
0.035,0.945,0.02,-0.5106
0.035,0.945,0.02,-0.5106
0.019,0.822,0.159,0.9136
0.019,0.822,0.159,0.9136
0.0,0.93,0.07,0.5106
0.0,0.93,0.07,0.5106
0.0,0.924,0.076,0.6369
0.0,0.924,0.076,0.6369
0.0,0.904,0.096,0.9001
0.0,0.904,0.096,0.9001
0.0,0.781,0.219,0.7906
0.0,0.781,0.219,0.7906
0.032,0.872,0.096,0.9231
0.032,0.872,0.096,0.9231
0.124,0.742,0.134,-0.296
0.124,0.742,0.134,-0.296
0.251,0.692,0.057,-0.9313
0.251,0.692,0.057,-0.9313
0.0,0.875,0.125,0.6486
0.0,0.875,0.125,0.6486
0.0,0.748,0.252,0.9153
0.0,0.748,0.252,0.9153
0.012,0.862,0.126,0.9565
0.012,0.862,0.126,0.9565
0.013,0.886,0.101,0.9217
0.013,0.886,0.101,0.9217
0.033,0.859,0.108,0.8885
0.033,0.859,0.108,0.8885
0.046,0.805,0.149,0.9806
0.046,0.805,0.149,0.9806
0.039,0.883,0.077,0.8957
0.039,0.883,0.077,0.8957
0.016,0.845,0.138,0.9836
0.016,0.845,0.138,0.9836
0.047,0.8,0.152,0.9781
0.047,0.8,0.152,0.9781
0.069,0.861,0.07,-0.4215
0.069,0.861,0.07,-0.4215
0.062,0.808,0.131,0.7096
0.062,0.808,0.131,0.7096
0.072,0.915,0.013,-0.9517
0.072,0.915,0.013,-0.9517
0.103,0.759,0.138,0.6124
0.103,0.759,0.138,0.6124
0.097,0.826,0.077,-0.8074
0.097,0.826,0.077,-0.8074
0.066,0.794,0.14,0.9371
0.066,0.794,0.14,0.9371
0.032,0.866,0.102,0.7964
0.032,0.866,0.102,0.7964
0.073,0.821,0.106,0.3818
0.073,0.821,0.106,0.3818
0.044,0.756,0.2,0.872
0.044,0.756,0.2,0.872
0.08,0.824,0.096,0.128
0.08,0.824,0.096,0.128
0.082,0.788,0.13,0.836
0.082,0.788,0.13,0.836
0.0,0.816,0.184,0.8176
0.0,0.816,0.184,0.8176
0.054,0.84,0.106,0.9057
0.054,0.84,0.106,0.9057
0.035,0.683,0.282,0.8807
0.035,0.683,0.282,0.8807
0.107,0.818,0.075,-0.8807
0.107,0.818,0.075,-0.8807
0.0,0.827,0.173,0.7096
0.0,0.827,0.173,0.7096
0.075,0.84,0.085,0.6808
0.075,0.84,0.085,0.6808
0.066,0.881,0.053,-0.7003
0.066,0.881,0.053,-0.7003
0.039,0.874,0.087,0.875
0.039,0.874,0.087,0.875
0.075,0.81,0.115,0.8402
0.075,0.81,0.115,0.8402
0.029,0.85,0.121,0.9081
0.029,0.85,0.121,0.9081
0.107,0.727,0.166,0.8957
0.107,0.727,0.166,0.8957
0.224,0.665,0.111,-0.9735
0.224,0.665,0.111,-0.9735
0.0,0.918,0.082,0.5994
0.0,0.918,0.082,0.5994
0.042,0.851,0.107,0.7579
0.042,0.851,0.107,0.7579
0.107,0.822,0.071,-0.7717
0.107,0.822,0.071,-0.7717
0.076,0.874,0.05,-0.9403
0.076,0.874,0.05,-0.9403
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.007,0.932,0.061,0.8689
0.007,0.932,0.061,0.8689
0.017,0.888,0.095,0.99
0.017,0.888,0.095,0.99
0.0,0.899,0.101,0.743
0.0,0.899,0.101,0.743
0.051,0.88,0.07,0.3182
0.051,0.88,0.07,0.3182
0.048,0.811,0.141,0.5423
0.048,0.811,0.141,0.5423
0.05,0.895,0.055,0.0516
0.05,0.895,0.055,0.0516
0.0,0.98,0.02,0.0772
0.0,0.98,0.02,0.0772
0.013,0.941,0.047,0.7184
0.013,0.941,0.047,0.7184
0.04,0.933,0.027,-0.296
0.04,0.933,0.027,-0.296
0.0,0.925,0.075,0.6705
0.0,0.925,0.075,0.6705
0.065,0.917,0.018,-0.836
0.065,0.917,0.018,-0.836
0.036,0.887,0.077,0.9432
0.036,0.887,0.077,0.9432
0.036,0.88,0.083,0.9477
0.036,0.88,0.083,0.9477
0.144,0.72,0.136,-0.6124
0.144,0.72,0.136,-0.6124
0.097,0.903,0.0,-0.4404
0.097,0.903,0.0,-0.4404
0.03,0.86,0.109,0.9517
0.03,0.86,0.109,0.9517
0.124,0.836,0.04,-0.9287
0.124,0.836,0.04,-0.9287
0.065,0.824,0.111,0.9536
0.065,0.824,0.111,0.9536
0.02,0.85,0.131,0.9788
0.02,0.85,0.131,0.9788
0.099,0.856,0.046,-0.9022
0.099,0.856,0.046,-0.9022
0.154,0.711,0.135,-0.7184
0.154,0.711,0.135,-0.7184
0.006,0.849,0.144,0.9794
0.006,0.849,0.144,0.9794
0.072,0.886,0.043,-0.4404
0.072,0.886,0.043,-0.4404
0.0,0.905,0.095,0.8316
0.0,0.905,0.095,0.8316
0.0,0.866,0.134,0.9493
0.0,0.866,0.134,0.9493
0.0,0.934,0.066,0.7269
0.0,0.934,0.066,0.7269
0.036,0.89,0.074,0.6369
0.036,0.89,0.074,0.6369
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.942,0.058,0.5267
0.0,0.942,0.058,0.5267
0.08,0.836,0.085,0.4588
0.08,0.836,0.085,0.4588
0.0,0.735,0.265,0.8689
0.0,0.735,0.265,0.8689
0.077,0.852,0.071,-0.0772
0.077,0.852,0.071,-0.0772
0.051,0.87,0.079,0.6705
0.051,0.87,0.079,0.6705
0.037,0.852,0.111,0.8807
0.037,0.852,0.111,0.8807
0.066,0.847,0.087,0.7673
0.066,0.847,0.087,0.7673
0.084,0.862,0.054,-0.7506
0.084,0.862,0.054,-0.7506
0.045,0.882,0.074,0.9509
0.045,0.882,0.074,0.9509
0.014,0.929,0.057,0.7783
0.014,0.929,0.057,0.7783
0.033,0.871,0.096,0.9943
0.033,0.871,0.096,0.9943
0.031,0.808,0.161,0.9001
0.031,0.808,0.161,0.9001
0.048,0.847,0.105,0.802
0.048,0.847,0.105,0.802
0.036,0.78,0.185,0.9821
0.036,0.78,0.185,0.9821
0.0,0.873,0.127,0.8807
0.0,0.873,0.127,0.8807
0.033,0.912,0.056,0.4767
0.033,0.912,0.056,0.4767
0.094,0.845,0.061,-0.9388
0.094,0.845,0.061,-0.9388
0.026,0.911,0.063,0.9118
0.026,0.911,0.063,0.9118
0.046,0.872,0.081,0.5106
0.046,0.872,0.081,0.5106
0.035,0.953,0.012,-0.7184
0.035,0.953,0.012,-0.7184
0.031,0.861,0.108,0.802
0.031,0.861,0.108,0.802
0.014,0.967,0.018,0.0258
0.014,0.967,0.018,0.0258
0.118,0.882,0.0,-0.9423
0.118,0.882,0.0,-0.9423
0.014,0.926,0.06,0.8591
0.014,0.926,0.06,0.8591
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.107,0.814,0.079,-0.9428
