neg,neu,pos,compound
0.107,0.814,0.079,-0.9428
0.059,0.923,0.018,-0.8402
0.059,0.923,0.018,-0.8402
0.038,0.931,0.031,0.0
0.038,0.931,0.031,0.0
0.164,0.803,0.033,-0.7467
0.164,0.803,0.033,-0.7467
0.088,0.893,0.019,-0.6124
0.088,0.893,0.019,-0.6124
0.029,0.784,0.187,0.836
0.029,0.784,0.187,0.836
0.09,0.799,0.111,0.5106
0.09,0.799,0.111,0.5106
0.036,0.835,0.129,0.9136
0.036,0.835,0.129,0.9136
0.017,0.81,0.173,0.9571
0.017,0.81,0.173,0.9571
0.028,0.873,0.099,0.7845
0.028,0.873,0.099,0.7845
0.152,0.775,0.072,-0.9477
0.152,0.775,0.072,-0.9477
0.062,0.831,0.107,0.5719
0.062,0.831,0.107,0.5719
0.008,0.863,0.13,0.986
0.008,0.863,0.13,0.986
0.0,0.921,0.079,0.5267
0.0,0.921,0.079,0.5267
0.083,0.842,0.074,-0.4215
0.083,0.842,0.074,-0.4215
0.022,0.919,0.06,0.7845
0.022,0.919,0.06,0.7845
0.066,0.794,0.14,0.9607
0.066,0.794,0.14,0.9607
0.06,0.804,0.135,0.8689
0.06,0.804,0.135,0.8689
0.0,0.922,0.078,0.296
0.0,0.922,0.078,0.296
0.095,0.835,0.07,-0.4767
0.095,0.835,0.07,-0.4767
0.0,0.837,0.163,0.9595
0.0,0.837,0.163,0.9595
0.109,0.855,0.036,-0.9578
0.109,0.855,0.036,-0.9578
0.0,0.961,0.039,0.4588
0.0,0.961,0.039,0.4588
0.0,0.891,0.109,0.296
0.0,0.891,0.109,0.296
0.014,0.917,0.069,0.7351
0.014,0.917,0.069,0.7351
0.123,0.81,0.067,-0.8834
0.123,0.81,0.067,-0.8834
0.024,0.846,0.13,0.9744
0.024,0.846,0.13,0.9744
0.024,0.901,0.075,0.872
0.024,0.901,0.075,0.872
0.024,0.943,0.034,0.0516
0.024,0.943,0.034,0.0516
0.016,0.924,0.06,0.5994
0.016,0.924,0.06,0.5994
0.018,0.921,0.061,0.6597
0.018,0.921,0.061,0.6597
0.075,0.869,0.056,-0.3612
0.075,0.869,0.056,-0.3612
0.114,0.843,0.043,-0.5574
0.114,0.843,0.043,-0.5574
0.01,0.901,0.089,0.872
0.01,0.901,0.089,0.872
0.075,0.883,0.042,-0.8271
0.075,0.883,0.042,-0.8271
0.109,0.774,0.118,0.1531
0.109,0.774,0.118,0.1531
0.04,0.933,0.027,-0.5267
0.04,0.933,0.027,-0.5267
0.122,0.848,0.03,-0.9477
0.122,0.848,0.03,-0.9477
0.161,0.796,0.043,-0.7579
0.161,0.796,0.043,-0.7579
0.103,0.839,0.058,-0.9371
0.103,0.839,0.058,-0.9371
0.097,0.824,0.079,-0.7115
0.097,0.824,0.079,-0.7115
0.031,0.881,0.088,0.9729
0.031,0.881,0.088,0.9729
0.021,0.902,0.078,0.9081
0.021,0.902,0.078,0.9081
0.09,0.847,0.064,-0.8689
0.09,0.847,0.064,-0.8689
0.069,0.854,0.078,-0.0258
0.069,0.854,0.078,-0.0258
0.126,0.835,0.039,-0.8934
0.126,0.835,0.039,-0.8934
0.059,0.837,0.104,0.9169
0.059,0.837,0.104,0.9169
0.092,0.867,0.041,-0.9823
0.092,0.867,0.041,-0.9823
0.095,0.813,0.092,-0.34
0.095,0.813,0.092,-0.34
0.077,0.821,0.102,0.1779
0.077,0.821,0.102,0.1779
0.048,0.874,0.078,0.5859
0.048,0.874,0.078,0.5859
0.065,0.864,0.071,-0.2732
0.065,0.864,0.071,-0.2732
0.061,0.833,0.105,0.743
0.061,0.833,0.105,0.743
0.032,0.907,0.061,0.7184
0.032,0.907,0.061,0.7184
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.075,0.746,0.179,0.872
0.075,0.746,0.179,0.872
0.031,0.843,0.127,0.983
0.031,0.843,0.127,0.983
0.042,0.82,0.138,0.8885
0.042,0.82,0.138,0.8885
0.061,0.804,0.134,0.9337
0.061,0.804,0.134,0.9337
0.141,0.769,0.09,-0.9274
0.141,0.769,0.09,-0.9274
0.0,0.754,0.246,0.946
0.0,0.754,0.246,0.946
0.0,0.88,0.12,0.9761
0.0,0.88,0.12,0.9761
0.0,0.935,0.065,0.4404
0.0,0.935,0.065,0.4404
0.022,0.832,0.145,0.8834
0.022,0.832,0.145,0.8834
0.06,0.813,0.127,0.4215
0.06,0.813,0.127,0.4215
0.0,0.982,0.018,0.0772
0.0,0.982,0.018,0.0772
0.072,0.891,0.037,-0.872
0.072,0.891,0.037,-0.872
0.089,0.846,0.065,-0.7184
0.089,0.846,0.065,-0.7184
0.077,0.841,0.082,0.2263
0.077,0.841,0.082,0.2263
0.031,0.91,0.059,0.6249
0.031,0.91,0.059,0.6249
0.0,0.971,0.029,0.2263
0.0,0.971,0.029,0.2263
0.033,0.921,0.046,-0.2263
0.033,0.921,0.046,-0.2263
0.09,0.892,0.018,-0.926
0.09,0.892,0.018,-0.926
0.0,0.897,0.103,0.9623
0.0,0.897,0.103,0.9623
0.0,0.938,0.062,0.9584
0.0,0.938,0.062,0.9584
0.081,0.869,0.05,-0.8779
0.081,0.869,0.05,-0.8779
0.109,0.778,0.113,-0.1779
0.109,0.778,0.113,-0.1779
0.037,0.853,0.11,0.9571
0.037,0.853,0.11,0.9571
0.067,0.869,0.064,-0.0258
0.067,0.869,0.064,-0.0258
0.0,0.961,0.039,0.4019
0.0,0.961,0.039,0.4019
0.056,0.868,0.076,0.802
0.056,0.868,0.076,0.802
0.062,0.813,0.125,0.9022
0.062,0.813,0.125,0.9022
0.045,0.897,0.058,0.6114
0.045,0.897,0.058,0.6114
0.0,0.801,0.199,0.9821
0.0,0.801,0.199,0.9821
0.0,0.849,0.151,0.6808
0.0,0.849,0.151,0.6808
0.086,0.839,0.075,-0.5859
0.086,0.839,0.075,-0.5859
0.015,0.922,0.063,0.9201
0.015,0.922,0.063,0.9201
0.03,0.908,0.062,0.8176
0.03,0.908,0.062,0.8176
0.044,0.841,0.115,0.6124
0.044,0.841,0.115,0.6124
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.158,0.842,0.0,-0.9413
0.158,0.842,0.0,-0.9413
0.011,0.936,0.053,0.9042
0.011,0.936,0.053,0.9042
0.052,0.885,0.063,0.4939
0.052,0.885,0.063,0.4939
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.901,0.099,0.296
0.0,0.901,0.099,0.296
0.074,0.851,0.075,-0.7506
0.074,0.851,0.075,-0.7506
0.027,0.924,0.048,0.7579
0.027,0.924,0.048,0.7579
0.04,0.856,0.103,0.8885
0.04,0.856,0.103,0.8885
0.084,0.798,0.118,0.6705
0.084,0.798,0.118,0.6705
0.047,0.801,0.152,0.9726
0.047,0.801,0.152,0.9726
0.104,0.803,0.093,-0.4939
0.104,0.803,0.093,-0.4939
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.08,0.772,0.148,0.9552
0.08,0.772,0.148,0.9552
0.046,0.865,0.088,0.3818
0.046,0.865,0.088,0.3818
0.124,0.876,0.0,-0.8176
0.124,0.876,0.0,-0.8176
0.081,0.85,0.07,-0.4939
0.081,0.85,0.07,-0.4939
0.037,0.868,0.095,0.7964
0.037,0.868,0.095,0.7964
0.049,0.86,0.091,0.743
0.049,0.86,0.091,0.743
0.075,0.831,0.094,0.3182
0.075,0.831,0.094,0.3182
0.033,0.901,0.065,0.8658
0.033,0.901,0.065,0.8658
0.09,0.819,0.091,-0.2023
0.09,0.819,0.091,-0.2023
0.0,0.937,0.063,0.4404
0.0,0.937,0.063,0.4404
0.076,0.856,0.068,-0.1779
0.076,0.856,0.068,-0.1779
0.052,0.805,0.143,0.9893
0.052,0.805,0.143,0.9893
0.0,0.913,0.087,0.7269
0.0,0.913,0.087,0.7269
0.01,0.914,0.076,0.9325
0.01,0.914,0.076,0.9325
0.047,0.836,0.118,0.9545
0.047,0.836,0.118,0.9545
0.022,0.871,0.106,0.9906
0.022,0.871,0.106,0.9906
0.092,0.817,0.091,-0.0258
0.092,0.817,0.091,-0.0258
0.11,0.872,0.018,-0.6808
0.11,0.872,0.018,-0.6808
0.028,0.913,0.059,0.6808
0.028,0.913,0.059,0.6808
0.006,0.907,0.087,0.9517
0.006,0.907,0.087,0.9517
0.053,0.887,0.06,-0.128
0.053,0.887,0.06,-0.128
0.122,0.779,0.099,-0.7269
0.122,0.779,0.099,-0.7269
0.0,0.891,0.109,0.9805
0.0,0.891,0.109,0.9805
0.0,0.891,0.109,0.6597
0.0,0.891,0.109,0.6597
0.07,0.849,0.081,0.0
0.07,0.849,0.081,0.0
0.059,0.865,0.076,0.5719
0.059,0.865,0.076,0.5719
0.045,0.905,0.05,0.3612
0.045,0.905,0.05,0.3612
0.121,0.813,0.066,-0.9509
0.121,0.813,0.066,-0.9509
0.106,0.894,0.0,-0.8625
0.106,0.894,0.0,-0.8625
0.046,0.954,0.0,-0.5719
0.046,0.954,0.0,-0.5719
0.07,0.93,0.0,-0.5719
0.07,0.93,0.0,-0.5719
0.049,0.896,0.055,0.128
0.049,0.896,0.055,0.128
0.0,0.92,0.08,0.4939
0.0,0.92,0.08,0.4939
0.067,0.778,0.155,0.9595
0.067,0.778,0.155,0.9595
0.057,0.818,0.126,0.9485
0.057,0.818,0.126,0.9485
0.019,0.896,0.085,0.9531
0.019,0.896,0.085,0.9531
0.114,0.832,0.055,-0.975
0.114,0.832,0.055,-0.975
0.0,0.931,0.069,0.4939
0.0,0.931,0.069,0.4939
0.053,0.858,0.089,0.8402
0.053,0.858,0.089,0.8402
0.027,0.885,0.088,0.886
0.027,0.885,0.088,0.886
0.069,0.873,0.057,0.1779
0.069,0.873,0.057,0.1779
0.018,0.87,0.112,0.9771
0.018,0.87,0.112,0.9771
0.009,0.888,0.103,0.9792
0.009,0.888,0.103,0.9792
0.048,0.852,0.1,0.9559
0.048,0.852,0.1,0.9559
0.085,0.792,0.123,0.7783
0.085,0.792,0.123,0.7783
0.074,0.834,0.092,0.8271
0.074,0.834,0.092,0.8271
0.069,0.864,0.067,0.3612
0.069,0.864,0.067,0.3612
0.071,0.875,0.054,-0.5859
0.071,0.875,0.054,-0.5859
0.024,0.907,0.069,0.9578
0.024,0.907,0.069,0.9578
0.04,0.898,0.062,0.4588
0.04,0.898,0.062,0.4588
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.064,0.857,0.079,0.0258
0.064,0.857,0.079,0.0258
0.024,0.908,0.068,0.6597
0.024,0.908,0.068,0.6597
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.12,0.811,0.069,-0.9153
0.12,0.811,0.069,-0.9153
0.087,0.889,0.024,-0.9451
0.087,0.889,0.024,-0.9451
0.061,0.939,0.0,-0.5423
0.061,0.939,0.0,-0.5423
0.047,0.788,0.165,0.9468
0.047,0.788,0.165,0.9468
0.0,0.862,0.138,0.9485
0.0,0.862,0.138,0.9485
0.157,0.799,0.044,-0.9217
0.157,0.799,0.044,-0.9217
0.0,0.911,0.089,0.6597
0.0,0.911,0.089,0.6597
0.071,0.719,0.21,0.998
0.071,0.719,0.21,0.998
0.013,0.844,0.144,0.9839
0.013,0.844,0.144,0.9839
0.099,0.835,0.066,-0.4019
0.099,0.835,0.066,-0.4019
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.919,0.081,0.7579
0.0,0.919,0.081,0.7579
0.0,0.89,0.11,0.4767
0.0,0.89,0.11,0.4767
0.014,0.887,0.099,0.9084
0.014,0.887,0.099,0.9084
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.012,0.891,0.097,0.9517
0.012,0.891,0.097,0.9517
0.0,0.909,0.091,0.8126
0.0,0.909,0.091,0.8126
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.905,0.095,0.836
0.0,0.905,0.095,0.836
0.207,0.738,0.055,-0.9423
0.207,0.738,0.055,-0.9423
0.0,0.744,0.256,0.9918
0.0,0.744,0.256,0.9918
0.226,0.757,0.017,-0.9799
0.226,0.757,0.017,-0.9799
0.052,0.85,0.098,0.9413
0.052,0.85,0.098,0.9413
0.0,0.903,0.097,0.967
0.0,0.903,0.097,0.967
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.045,0.866,0.089,0.802
0.045,0.866,0.089,0.802
0.083,0.691,0.226,0.836
0.083,0.691,0.226,0.836
0.037,0.963,0.0,-0.5719
0.037,0.963,0.0,-0.5719
0.0,0.927,0.073,0.5719
0.0,0.927,0.073,0.5719
0.0,0.933,0.067,0.5106
0.0,0.933,0.067,0.5106
0.103,0.8,0.097,0.0516
0.103,0.8,0.097,0.0516
0.0,0.864,0.136,0.7096
0.0,0.864,0.136,0.7096
0.0,0.943,0.057,0.4588
0.0,0.943,0.057,0.4588
0.071,0.862,0.067,-0.4404
0.071,0.862,0.067,-0.4404
0.025,0.898,0.078,0.9552
0.025,0.898,0.078,0.9552
0.01,0.913,0.077,0.8934
0.01,0.913,0.077,0.8934
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.906,0.094,0.5859
0.0,0.906,0.094,0.5859
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.893,0.107,0.9805
0.0,0.893,0.107,0.9805
0.0,0.953,0.047,0.7783
0.0,0.953,0.047,0.7783
0.067,0.863,0.069,-0.5267
0.067,0.863,0.069,-0.5267
0.107,0.853,0.041,-0.9493
0.107,0.853,0.041,-0.9493
0.0,0.923,0.077,0.9726
0.0,0.923,0.077,0.9726
0.065,0.859,0.076,0.5574
0.065,0.859,0.076,0.5574
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.064,0.88,0.055,-0.1779
0.064,0.88,0.055,-0.1779
0.0,0.882,0.118,0.8126
0.0,0.882,0.118,0.8126
0.091,0.909,0.0,-0.4215
0.091,0.909,0.0,-0.4215
0.053,0.894,0.053,-0.2263
0.053,0.894,0.053,-0.2263
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.888,0.112,0.891
0.0,0.888,0.112,0.891
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.012,0.905,0.083,0.886
0.012,0.905,0.083,0.886
0.01,0.866,0.123,0.9723
0.01,0.866,0.123,0.9723
0.046,0.852,0.102,0.7717
0.046,0.852,0.102,0.7717
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.897,0.103,0.9186
0.0,0.897,0.103,0.9186
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.111,0.841,0.047,-0.9661
0.111,0.841,0.047,-0.9661
0.0,0.93,0.07,0.9153
0.0,0.93,0.07,0.9153
0.052,0.857,0.091,0.5994
0.052,0.857,0.091,0.5994
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.098,0.725,0.177,0.9601
0.098,0.725,0.177,0.9601
0.0,0.92,0.08,0.4939
0.0,0.92,0.08,0.4939
0.048,0.866,0.086,0.9217
0.048,0.866,0.086,0.9217
0.016,0.869,0.115,0.975
0.016,0.869,0.115,0.975
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.961,0.039,0.7003
0.0,0.961,0.039,0.7003
0.0,0.91,0.09,0.802
0.0,0.91,0.09,0.802
0.09,0.779,0.131,0.802
0.09,0.779,0.131,0.802
0.055,0.849,0.096,0.9062
0.055,0.849,0.096,0.9062
0.021,0.87,0.109,0.9678
0.021,0.87,0.109,0.9678
0.0,0.877,0.123,0.9747
0.0,0.877,0.123,0.9747
0.0,0.915,0.085,0.9153
0.0,0.915,0.085,0.9153
0.032,0.86,0.108,0.8937
0.032,0.86,0.108,0.8937
0.053,0.942,0.005,-0.9217
0.053,0.942,0.005,-0.9217
0.058,0.942,0.0,-0.4939
0.058,0.942,0.0,-0.4939
0.009,0.875,0.116,0.9716
0.009,0.875,0.116,0.9716
0.0,0.946,0.054,0.6486
0.0,0.946,0.054,0.6486
0.042,0.761,0.197,0.9984
0.042,0.761,0.197,0.9984
0.0,0.92,0.08,0.8625
0.0,0.92,0.08,0.8625
0.056,0.827,0.118,0.93
0.056,0.827,0.118,0.93
0.035,0.909,0.056,0.3182
0.035,0.909,0.056,0.3182
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.96,0.04,0.4939
0.0,0.96,0.04,0.4939
0.066,0.892,0.041,-0.5106
0.066,0.892,0.041,-0.5106
0.091,0.861,0.048,-0.9246
0.091,0.861,0.048,-0.9246
0.0,0.909,0.091,0.9517
0.0,0.909,0.091,0.9517
0.006,0.88,0.114,0.9732
0.006,0.88,0.114,0.9732
0.0,0.953,0.047,0.8779
0.0,0.953,0.047,0.8779
0.079,0.817,0.103,0.7783
0.079,0.817,0.103,0.7783
0.112,0.842,0.046,-0.9153
0.112,0.842,0.046,-0.9153
0.013,0.942,0.045,0.7184
0.013,0.942,0.045,0.7184
0.0,0.836,0.164,0.946
0.0,0.836,0.164,0.946
0.083,0.877,0.039,-0.7964
0.083,0.877,0.039,-0.7964
0.0,0.861,0.139,0.9741
0.0,0.861,0.139,0.9741
0.018,0.91,0.072,0.9451
0.018,0.91,0.072,0.9451
0.075,0.799,0.126,0.8519
0.075,0.799,0.126,0.8519
0.01,0.904,0.086,0.872
0.01,0.904,0.086,0.872
0.064,0.817,0.12,0.9578
0.064,0.817,0.12,0.9578
0.0,0.912,0.088,0.9186
0.0,0.912,0.088,0.9186
0.01,0.928,0.062,0.9231
0.01,0.928,0.062,0.9231
0.022,0.905,0.073,0.8885
0.022,0.905,0.073,0.8885
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.175,0.726,0.099,-0.9337
0.175,0.726,0.099,-0.9337
0.042,0.947,0.011,-0.7506
0.042,0.947,0.011,-0.7506
0.055,0.729,0.216,0.9081
0.055,0.729,0.216,0.9081
0.069,0.873,0.058,-0.296
0.069,0.873,0.058,-0.296
0.0,0.863,0.137,0.6597
0.0,0.863,0.137,0.6597
0.043,0.84,0.117,0.986
0.043,0.84,0.117,0.986
0.005,0.863,0.132,0.9887
0.005,0.863,0.132,0.9887
0.017,0.87,0.113,0.9432
0.017,0.87,0.113,0.9432
0.048,0.878,0.074,0.6124
0.0,0.922,0.078,0.891
0.0,0.922,0.078,0.891
0.034,0.957,0.009,-0.7506
0.034,0.957,0.009,-0.7506
0.0,0.907,0.093,0.93
0.0,0.881,0.119,0.9834
0.0,0.881,0.119,0.9834
0.09,0.841,0.069,-0.891
0.09,0.841,0.069,-0.891
0.0,0.948,0.052,0.8126
0.0,0.948,0.052,0.8126
0.021,0.926,0.053,0.6808
0.021,0.926,0.053,0.6808
0.035,0.831,0.134,0.959
0.035,0.831,0.134,0.959
0.0,0.845,0.155,0.967
0.0,0.845,0.155,0.967
0.0,0.827,0.173,0.891
0.0,0.827,0.173,0.891
0.004,0.851,0.145,0.9969
0.004,0.851,0.145,0.9969
0.013,0.858,0.128,0.9565
0.013,0.858,0.128,0.9565
0.024,0.904,0.072,0.8957
0.024,0.904,0.072,0.8957
0.02,0.941,0.039,0.6124
0.02,0.941,0.039,0.6124
0.017,0.873,0.109,0.9674
0.017,0.873,0.109,0.9674
0.055,0.802,0.143,0.9747
0.055,0.802,0.143,0.9747
0.155,0.822,0.023,-0.9501
0.155,0.822,0.023,-0.9501
0.023,0.931,0.047,0.6908
0.023,0.931,0.047,0.6908
0.0,0.905,0.095,0.7964
0.0,0.905,0.095,0.7964
0.111,0.789,0.1,-0.1531
0.111,0.789,0.1,-0.1531
0.0,0.788,0.212,0.9729
0.0,0.788,0.212,0.9729
0.05,0.84,0.11,0.7906
0.05,0.84,0.11,0.7906
0.0,0.831,0.169,0.7096
0.0,0.831,0.169,0.7096
0.089,0.891,0.02,-0.9612
0.089,0.891,0.02,-0.9612
0.026,0.825,0.149,0.9801
0.026,0.825,0.149,0.9801
0.047,0.759,0.194,0.9851
0.047,0.759,0.194,0.9851
0.019,0.923,0.058,0.8591
0.019,0.923,0.058,0.8591
0.0,0.918,0.082,0.8807
0.0,0.918,0.082,0.8807
0.073,0.733,0.194,0.9403
0.073,0.733,0.194,0.9403
0.018,0.895,0.087,0.6908
0.018,0.895,0.087,0.6908
0.014,0.886,0.1,0.9081
0.014,0.886,0.1,0.9081
0.099,0.786,0.115,0.1531
0.099,0.786,0.115,0.1531
0.011,0.883,0.105,0.9694
0.011,0.883,0.105,0.9694
0.0,0.882,0.118,0.9869
0.0,0.882,0.118,0.9869
0.019,0.916,0.064,0.8779
0.019,0.916,0.064,0.8779
0.0,0.955,0.045,0.296
0.0,0.955,0.045,0.296
0.0,0.901,0.099,0.6808
0.0,0.901,0.099,0.6808
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.072,0.857,0.071,0.0516
0.072,0.857,0.071,0.0516
0.06,0.815,0.125,0.9552
0.06,0.815,0.125,0.9552
0.0,0.943,0.057,0.7003
0.0,0.943,0.057,0.7003
0.085,0.811,0.104,0.25
0.085,0.811,0.104,0.25
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.14,0.776,0.084,-0.7964
0.14,0.776,0.084,-0.7964
0.0,0.872,0.128,0.9382
0.0,0.872,0.128,0.9382
0.0,0.833,0.167,0.967
0.0,0.833,0.167,0.967
0.013,0.948,0.039,0.5106
0.013,0.948,0.039,0.5106
0.04,0.804,0.156,0.9766
0.04,0.804,0.156,0.9766
0.071,0.865,0.064,-0.4404
0.129,0.724,0.148,0.4939
0.129,0.724,0.148,0.4939
0.025,0.856,0.119,0.9821
0.025,0.856,0.119,0.9821
0.08,0.835,0.085,0.1779
0.08,0.835,0.085,0.1779
0.021,0.894,0.085,0.8934
0.021,0.894,0.085,0.8934
0.059,0.891,0.05,-0.4588
0.059,0.891,0.05,-0.4588
0.059,0.854,0.087,0.4019
0.059,0.854,0.087,0.4019
0.0,0.95,0.05,0.5719
0.0,0.95,0.05,0.5719
0.018,0.982,0.0,-0.3182
0.018,0.982,0.0,-0.3182
0.0,0.916,0.084,0.9524
0.0,0.916,0.084,0.9524
0.0,0.961,0.039,0.4215
0.0,0.961,0.039,0.4215
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.0,0.908,0.092,0.9287
0.0,0.908,0.092,0.9287
0.078,0.861,0.061,-0.3612
0.078,0.861,0.061,-0.3612
0.118,0.823,0.059,-0.9524
0.118,0.823,0.059,-0.9524
0.024,0.922,0.054,0.8176
0.024,0.922,0.054,0.8176
0.0,0.922,0.078,0.9371
0.0,0.922,0.078,0.9371
0.0,0.903,0.097,0.9584
0.0,0.903,0.097,0.9584
0.014,0.934,0.052,0.765
0.014,0.934,0.052,0.765
0.012,0.909,0.079,0.8074
0.012,0.909,0.079,0.8074
0.0,0.931,0.069,0.9022
0.0,0.931,0.069,0.9022
0.038,0.881,0.081,0.8316
0.038,0.881,0.081,0.8316
0.073,0.876,0.051,-0.8126
0.073,0.876,0.051,-0.8126
0.022,0.905,0.073,0.9922
0.022,0.905,0.073,0.9922
0.0,0.899,0.101,0.6597
0.0,0.899,0.101,0.6597
0.0,0.923,0.077,0.5267
0.0,0.923,0.077,0.5267
0.023,0.871,0.106,0.8316
0.023,0.871,0.106,0.8316
0.081,0.85,0.069,0.0516
0.081,0.85,0.069,0.0516
0.014,0.882,0.105,0.9771
0.014,0.882,0.105,0.9771
0.006,0.88,0.114,0.969
0.006,0.88,0.114,0.969
0.028,0.881,0.091,0.9337
0.028,0.881,0.091,0.9337
0.0,0.952,0.048,0.5106
0.0,0.952,0.048,0.5106
0.074,0.775,0.151,0.926
0.074,0.775,0.151,0.926
0.035,0.86,0.104,0.9468
0.035,0.86,0.104,0.9468
0.08,0.808,0.112,0.7184
0.08,0.808,0.112,0.7184
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.041,0.838,0.121,0.9766
0.041,0.838,0.121,0.9766
0.039,0.86,0.102,0.7783
0.039,0.86,0.102,0.7783
0.025,0.888,0.088,0.6486
0.025,0.888,0.088,0.6486
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.027,0.847,0.126,0.9477
0.027,0.847,0.126,0.9477
0.067,0.876,0.056,-0.6124
0.067,0.876,0.056,-0.6124
0.067,0.867,0.066,-0.296
0.067,0.867,0.066,-0.296
0.057,0.873,0.07,0.6124
0.057,0.873,0.07,0.6124
0.056,0.846,0.097,0.8271
0.056,0.846,0.097,0.8271
0.025,0.803,0.171,0.9705
0.025,0.803,0.171,0.9705
0.056,0.803,0.141,0.9062
0.056,0.803,0.141,0.9062
0.017,0.906,0.077,0.7845
0.017,0.906,0.077,0.7845
0.04,0.921,0.04,0.0
0.04,0.921,0.04,0.0
0.0,0.802,0.198,0.967
0.0,0.802,0.198,0.967
0.0,0.841,0.159,0.9904
0.0,0.841,0.159,0.9904
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.027,0.882,0.091,0.9325
0.027,0.882,0.091,0.9325
0.013,0.897,0.09,0.946
0.013,0.897,0.09,0.946
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.019,0.882,0.099,0.8442
0.019,0.882,0.099,0.8442
0.018,0.87,0.112,0.9735
0.018,0.87,0.112,0.9735
0.0,0.809,0.191,0.967
0.0,0.809,0.191,0.967
0.048,0.71,0.242,0.9955
0.048,0.71,0.242,0.9955
0.05,0.856,0.095,0.6124
0.05,0.856,0.095,0.6124
0.01,0.962,0.028,0.4404
0.01,0.962,0.028,0.4404
0.0,0.928,0.072,0.9081
0.0,0.928,0.072,0.9081
0.031,0.871,0.098,0.7906
0.031,0.871,0.098,0.7906
0.055,0.864,0.081,0.7717
0.055,0.864,0.081,0.7717
0.037,0.916,0.046,0.3612
0.037,0.916,0.046,0.3612
0.035,0.885,0.081,0.7003
0.035,0.885,0.081,0.7003
0.072,0.839,0.089,0.4767
0.072,0.839,0.089,0.4767
0.031,0.774,0.195,0.9949
0.031,0.774,0.195,0.9949
0.086,0.808,0.106,0.6808
0.086,0.808,0.106,0.6808
0.091,0.816,0.093,0.25
0.091,0.816,0.093,0.25
0.06,0.877,0.062,0.0772
0.06,0.877,0.062,0.0772
0.105,0.751,0.144,0.8979
0.105,0.751,0.144,0.8979
0.0,0.933,0.067,0.9413
0.0,0.933,0.067,0.9413
0.024,0.962,0.013,-0.1779
0.024,0.962,0.013,-0.1779
0.024,0.933,0.043,0.6597
0.024,0.933,0.043,0.6597
0.0,0.958,0.042,0.5859
0.0,0.958,0.042,0.5859
0.031,0.865,0.104,0.9565
0.031,0.865,0.104,0.9565
0.011,0.924,0.065,0.8442
0.011,0.924,0.065,0.8442
0.019,0.889,0.091,0.7717
0.019,0.889,0.091,0.7717
0.043,0.827,0.13,0.9371
0.043,0.827,0.13,0.9371
0.0,0.865,0.135,0.9638
0.0,0.865,0.135,0.9638
0.0,0.853,0.147,0.9794
0.0,0.853,0.147,0.9794
0.037,0.913,0.049,0.3182
0.037,0.913,0.049,0.3182
0.089,0.843,0.068,-0.6808
0.089,0.843,0.068,-0.6808
0.017,0.928,0.054,0.6486
0.017,0.928,0.054,0.6486
0.0,1.0,0.0,0.0
0.0,1.0,0.0,0.0
0.005,0.833,0.162,0.992
0.005,0.833,0.162,0.992
0.081,0.911,0.008,-0.9485
0.081,0.911,0.008,-0.9485
0.081,0.911,0.008,-0.9485
0.0,0.882,0.118,0.8126
0.0,0.882,0.118,0.8126
0.0,0.882,0.118,0.8126
0.025,0.886,0.089,0.9442
0.025,0.886,0.089,0.9442
0.025,0.886,0.089,0.9442
0.058,0.76,0.182,0.9891
0.058,0.76,0.182,0.9891
0.058,0.76,0.182,0.9891
0.047,0.853,0.099,0.9859
0.047,0.853,0.099,0.9859
